0.88,0.217,0.221,0.217
0.89,0.176,0.179,0.176
0.90,0.140,0.143,0.140
0.91,0.109,0.111,0.109
0.92,0.082,0.084,0.082
0.93,0.059,0.061,0.059
0.94,0.041,0.042,0.041
0.95,0.027,0.027,0.027
0.96,0.016,0.016,0.016
0.97,0.008,0.008,0.008
0.98,0.003,0.003,0.003
0.99,0.001,0.001,0.001
1.00,0.000,0.000,0.000
0.00,0.000,0.000,0.000
0.01,0.002,0.000,0.002
0.02,0.004,0.000,0.004
0.03,0.013,0.001,0.013
0.04,0.029,0.003,0.029
0.05,0.056,0.007,0.056
0.06,0.093,0.012,0.093
0.07,0.136,0.020,0.136
0.08,0.184,0.031,0.184
0.09,0.232,0.045,0.232
0.10,0.278,0.062,0.278
0.11,0.320,0.083,0.320
0.12,0.359,0.106,0.359
0.13,0.394,0.132,0.394
0.14,0.425,0.160,0.425
0.15,0.454,0.190,0.454
0.16,0.480,0.222,0.480
0.17,0.503,0.255,0.503
0.18,0.525,0.288,0.525
0.19,0.545,0.321,0.545
0.20,0.563,0.354,0.563
0.21,0.580,0.386,0.580
0.22,0.597,0.418,0.596
0.23,0.612,0.449,0.612
0.24,0.626,0.479,0.626
0.25,0.640,0.508,0.640
0.26,0.653,0.535,0.653
0.27,0.666,0.562,0.666
0.28,0.678,0.587,0.678
0.29,0.690,0.611,0.690
0.30,0.701,0.634,0.701
0.31,0.711,0.655,0.711
0.32,0.722,0.675,0.722
0.33,0.732,0.693,0.732
0.34,0.742,0.711,0.742
0.35,0.751,0.727,0.751
0.36,0.760,0.742,0.760
0.37,0.769,0.756,0.769
0.38,0.778,0.769,0.778
0.39,0.786,0.781,0.786
0.40,0.795,0.793,0.795
0.41,0.803,0.804,0.803
0.42,0.811,0.814,0.811
0.43,0.819,0.824,0.819
0.44,0.826,0.834,0.826
0.45,0.834,0.843,0.834
0.46,0.841,0.851,0.841
0.47,0.849,0.860,0.849
0.48,0.856,0.868,0.856
0.49,0.863,0.876,0.863
0.51,0.870,0.883,0.870
0.52,0.877,0.891,0.877
0.53,0.884,0.898,0.884
0.54,0.891,0.905,0.891
0.55,0.897,0.912,0.897
0.56,0.904,0.919,0.904
0.57,0.910,0.926,0.910
0.58,0.917,0.932,0.917
0.59,0.923,0.939,0.923
0.60,0.929,0.945,0.929
0.61,0.936,0.951,0.936
0.62,0.942,0.957,0.942
0.63,0.948,0.963,0.948
0.64,0.954,0.969,0.954
0.65,0.960,0.975,0.960
0.66,0.966,0.980,0.966
0.67,0.971,0.985,0.971
0.68,0.977,0.990,0.977
0.69,0.983,0.995,0.983
0.70,0.988,0.998,0.988
0.71,0.993,1.000,0.993
0.72,0.998,0.998,0.998
0.73,1.000,0.987,1.000
0.74,0.969,0.951,0.969
0.75,0.885,0.886,0.885
0.76,0.801,0.809,0.801
0.77,0.721,0.731,0.721
0.78,0.646,0.657,0.645
0.79,0.575,0.586,0.575
0.80,0.509,0.520,0.509
0.81,0.448,0.458,0.448
0.82,0.392,0.400,0.392
0.83,0.340,0.348,0.340
0.84,0.293,0.299,0.292
0.85,0.249,0.255,0.249
0.86,0.210,0.215,0.210
0.87,0.175,0.179,0.174
0.88,0.143,0.146,0.143
0.89,0.115,0.118,0.115
0.90,0.091,0.093,0.091
0.91,0.070,0.072,0.070
0.92,0.052,0.053,0.052
0.93,0.037,0.038,0.037
0.94,0.026,0.026,0.026
0.95,0.016,0.017,0.016
0.96,0.009,0.010,0.009
0.97,0.005,0.005,0.005
0.98,0.002,0.002,0.002
0.99,0.000,0.000,0.000
1.00,0.000,0.000,0.000
0.00,0.000,0.000,0.000
0.01,0.001,0.000,0.001
0.02,0.002,0.000,0.002
0.03,0.002,0.000,0.002
0.04,0.003,0.000,0.003
0.05,0.004,0.000,0.004
0.06,0.007,0.001,0.007
0.07,0.011,0.001,0.011
0.08,0.019,0.002,0.019
0.09,0.030,0.003,0.030
0.10,0.045,0.005,0.045
0.11,0.066,0.008,0.066
0.12,0.092,0.011,0.092
0.13,0.124,0.016,0.124
0.14,0.160,0.023,0.160
0.15,0.199,0.031,0.199
0.16,0.240,0.041,0.240
0.17,0.282,0.053,0.282
0.18,0.322,0.067,0.322
0.19,0.362,0.084,0.362
0.20,0.399,0.104,0.399
0.21,0.433,0.125,0.433
0.22,0.465,0.149,0.465
0.23,0.494,0.175,0.494
0.24,0.521,0.203,0.520
0.25,0.545,0.231,0.545
0.26,0.567,0.261,0.567
0.27,0.588,0.292,0.587
0.28,0.606,0.323,0.606
0.29,0.624,0.354,0.624
0.30,0.640,0.384,0.640
0.31,0.655,0.414,0.655
0.32,0.669,0.443,0.669
0.33,0.683,0.472,0.682
0.34,0.695,0.499,0.695
0.35,0.707,0.526,0.707
0.36,0.719,0.551,0.719
0.37,0.730,0.576,0.729
0.38,0.740,0.599,0.740
0.39,0.750,0.622,0.750
0.40,0.760,0.643,0.760
0.41,0.769,0.663,0.769
0.42,0.779,0.683,0.778
0.43,0.788,0.701,0.787
0.44,0.796,0.719,0.796
0.45,0.805,0.736,0.804
0.46,0.813,0.752,0.813
0.47,0.821,0.768,0.821
0.48,0.829,0.782,0.829
0.49,0.836,0.797,0.836
0.51,0.844,0.810,0.844
0.52,0.851,0.823,0.851
0.53,0.859,0.836,0.858
0.54,0.866,0.847,0.866
0.55,0.873,0.859,0.872
0.56,0.879,0.869,0.879
0.57,0.886,0.880,0.886
0.58,0.893,0.889,0.893
0.59,0.899,0.898,0.899
0.60,0.906,0.907,0.906
0.61,0.912,0.916,0.912
0.62,0.918,0.924,0.918
0.63,0.924,0.931,0.924
0.64,0.930,0.939,0.930
0.65,0.936,0.946,0.936
0.66,0.942,0.952,0.942
0.67,0.948,0.959,0.948
0.68,0.953,0.965,0.953
0.69,0.959,0.971,0.959
0.70,0.965,0.976,0.965
0.71,0.970,0.982,0.970
0.72,0.976,0.987,0.976
0.73,0.981,0.992,0.981
0.74,0.986,0.996,0.986
0.75,0.991,0.999,0.991
0.76,0.996,1.000,0.996
0.77,1.000,0.996,1.000
0.78,0.996,0.975,0.996
0.79,0.923,0.915,0.923
0.80,0.827,0.831,0.827
0.81,0.735,0.744,0.735
0.82,0.650,0.659,0.649
0.83,0.570,0.579,0.569
0.84,0.496,0.504,0.495
0.85,0.427,0.435,0.427
0.86,0.364,0.371,0.364
0.87,0.307,0.313,0.307
0.88,0.256,0.261,0.256
0.89,0.209,0.213,0.209
0.90,0.168,0.171,0.168
0.91,0.132,0.135,0.132
0.92,0.101,0.103,0.101
0.93,0.074,0.076,0.074
0.94,0.052,0.053,0.052
0.95,0.034,0.035,0.034
0.96,0.020,0.021,0.020
0.97,0.011,0.011,0.011
0.98,0.004,0.004,0.004
0.99,0.001,0.001,0.001
1.00,0.000,0.000,0.000
0.00,0.000,0.000,0.000
0.01,0.001,0.000,0.001
0.02,0.003,0.000,0.003
0.03,0.008,0.001,0.008
0.04,0.019,0.002,0.019
0.05,0.038,0.004,0.038
0.06,0.065,0.008,0.065
0.07,0.102,0.014,0.102
0.08,0.144,0.021,0.144
0.09,0.190,0.032,0.190
0.10,0.236,0.045,0.236
0.11,0.281,0.061,0.281
0.12,0.323,0.080,0.323
0.13,0.361,0.102,0.361
0.14,0.397,0.127,0.396
0.15,0.428,0.154,0.428
0.16,0.457,0.182,0.457
0.17,0.483,0.213,0.483
0.18,0.507,0.244,0.507
0.19,0.529,0.276,0.529
0.20,0.549,0.309,0.549
0.21,0.568,0.341,0.568
0.22,0.585,0.373,0.585
0.23,0.602,0.405,0.601
0.24,0.617,0.436,0.617
0.25,0.632,0.466,0.632
0.26,0.645,0.495,0.645
0.27,0.659,0.523,0.659
0.28,0.671,0.550,0.671
0.29,0.683,0.576,0.683
0.30,0.695,0.601,0.695
0.31,0.706,0.624,0.706
0.32,0.717,0.647,0.717
0.33,0.728,0.668,0.727
0.34,0.738,0.688,0.738
0.35,0.747,0.706,0.747
0.36,0.757,0.723,0.757
0.37,0.766,0.740,0.766
0.38,0.775,0.755,0.775
0.39,0.784,0.769,0.784
0.40,0.792,0.782,0.792
0.41,0.800,0.794,0.800
0.42,0.808,0.806,0.808
0.43,0.816,0.817,0.816
0.44,0.824,0.827,0.824
0.45,0.832,0.837,0.832
0.46,0.839,0.846,0.839
0.47,0.847,0.855,0.847
0.48,0.854,0.864,0.854
0.49,0.861,0.872,0.861
0.51,0.868,0.880,0.868
0.52,0.875,0.888,0.875
0.53,0.882,0.895,0.882
0.54,0.889,0.902,0.889
0.55,0.895,0.910,0.895
0.56,0.902,0.916,0.902
0.57,0.908,0.923,0.908
0.58,0.915,0.930,0.915
0.59,0.921,0.936,0.921
0.60,0.927,0.943,0.927
0.61,0.933,0.949,0.933
0.62,0.940,0.955,0.940
0.63,0.946,0.961,0.946
0.64,0.952,0.967,0.952
0.65,0.958,0.973,0.958
0.66,0.963,0.978,0.963
0.67,0.969,0.984,0.969
0.68,0.975,0.989,0.975
0.69,0.981,0.993,0.981
0.70,0.986,0.997,0.986
0.71,0.991,1.000,0.991
0.72,0.996,1.000,0.996
0.73,1.000,0.994,1.000
0.74,0.992,0.971,0.992
0.75,0.921,0.916,0.921
0.76,0.836,0.841,0.835
0.77,0.753,0.763,0.753
0.78,0.676,0.687,0.676
0.79,0.603,0.614,0.603
0.80,0.535,0.546,0.535
0.81,0.472,0.482,0.472
0.82,0.413,0.422,0.413
0.83,0.359,0.367,0.359
0.84,0.310,0.317,0.310
0.85,0.264,0.270,0.264
0.86,0.223,0.228,0.223
0.87,0.186,0.190,0.186
0.88,0.153,0.157,0.153
0.89,0.124,0.126,0.124
0.90,0.098,0.100,0.098
0.91,0.076,0.077,0.076
0.92,0.057,0.058,0.057
0.93,0.041,0.042,0.041
0.94,0.028,0.029,0.028
0.95,0.018,0.018,0.018
0.96,0.010,0.011,0.010
0.97,0.005,0.005,0.005
0.98,0.002,0.002,0.002
0.99,0.000,0.000,0.000
1.00,0.000,0.000,0.000
