0.00,0.000,0.000,0.000
0.01,0.001,0.000,0.001
0.02,0.002,0.000,0.002
0.03,0.002,0.000,0.002
0.04,0.003,0.000,0.003
0.05,0.004,0.001,0.004
0.06,0.007,0.001,0.007
0.07,0.012,0.001,0.012
0.08,0.019,0.002,0.019
0.09,0.031,0.004,0.031
0.10,0.047,0.006,0.047
0.11,0.068,0.009,0.068
0.12,0.095,0.014,0.095
0.13,0.128,0.019,0.128
0.14,0.165,0.027,0.165
0.15,0.205,0.037,0.206
0.16,0.248,0.049,0.248
0.17,0.291,0.063,0.291
0.18,0.333,0.081,0.333
0.19,0.373,0.101,0.374
0.20,0.411,0.124,0.412
0.21,0.447,0.150,0.448
0.22,0.479,0.179,0.480
0.23,0.509,0.210,0.511
0.24,0.537,0.243,0.538
0.25,0.562,0.277,0.563
0.26,0.585,0.313,0.586
0.27,0.606,0.350,0.607
0.28,0.625,0.387,0.627
0.29,0.643,0.423,0.645
0.30,0.660,0.460,0.661
0.31,0.675,0.496,0.677
0.32,0.690,0.530,0.692
0.33,0.703,0.564,0.705
0.34,0.716,0.597,0.718
0.35,0.728,0.628,0.731
0.36,0.740,0.659,0.743
0.37,0.751,0.687,0.754
0.38,0.762,0.715,0.765
0.39,0.772,0.741,0.775
0.40,0.782,0.765,0.785
0.41,0.792,0.789,0.795
0.42,0.801,0.811,0.804
0.43,0.810,0.831,0.813
0.44,0.819,0.851,0.822
0.45,0.827,0.869,0.830
0.46,0.836,0.886,0.839
0.47,0.844,0.901,0.847
0.48,0.852,0.916,0.854
0.49,0.859,0.929,0.862
0.51,0.867,0.941,0.869
0.52,0.874,0.951,0.877
0.53,0.881,0.961,0.884
0.54,0.888,0.969,0.890
0.55,0.895,0.976,0.897
0.56,0.901,0.983,0.903
0.57,0.908,0.988,0.910
0.58,0.914,0.992,0.916
0.59,0.920,0.995,0.922
0.60,0.926,0.998,0.928
0.61,0.932,0.999,0.933
0.62,0.938,1.000,0.939
0.63,0.943,1.000,0.944
0.64,0.949,0.999,0.950
0.65,0.954,0.998,0.955
0.66,0.959,0.995,0.960
0.67,0.964,0.992,0.964
0.68,0.969,0.987,0.969
0.69,0.973,0.982,0.973
0.70,0.977,0.975,0.978
0.71,0.981,0.967,0.982
0.72,0.985,0.957,0.985
0.73,0.988,0.946,0.989
0.74,0.992,0.933,0.992
0.75,0.994,0.919,0.994
0.76,0.997,0.902,0.997
0.77,0.998,0.883,0.998
0.78,1.000,0.862,1.000
0.79,1.000,0.838,1.000
0.80,1.000,0.811,1.000
0.81,0.998,0.781,0.998
0.82,0.996,0.747,0.996
0.83,0.992,0.710,0.992
0.84,0.986,0.670,0.986
0.85,0.978,0.626,0.978
0.86,0.967,0.578,0.966
0.87,0.952,0.527,0.952
0.88,0.932,0.473,0.932
0.89,0.907,0.416,0.907
0.90,0.873,0.358,0.873
0.91,0.830,0.300,0.830
0.92,0.773,0.243,0.773
0.93,0.699,0.189,0.699
0.94,0.605,0.139,0.605
0.95,0.490,0.095,0.490
0.96,0.357,0.059,0.357
0.97,0.219,0.031,0.219
0.98,0.100,0.013,0.100
0.99,0.024,0.003,0.024
1.00,0.003,0.000,0.003
0.00,0.000,0.000,0.000
0.01,0.002,0.000,0.002
0.02,0.003,0.000,0.003
0.03,0.008,0.001,0.008
0.04,0.020,0.002,0.020
0.05,0.039,0.005,0.039
0.06,0.068,0.010,0.068
0.07,0.105,0.016,0.105
0.08,0.148,0.026,0.149
0.09,0.196,0.039,0.196
0.10,0.243,0.055,0.244
0.11,0.289,0.074,0.290
0.12,0.333,0.098,0.333
0.13,0.373,0.124,0.373
0.14,0.409,0.154,0.409
0.15,0.441,0.187,0.442
0.16,0.471,0.221,0.472
0.17,0.498,0.258,0.499
0.18,0.522,0.296,0.523
0.19,0.545,0.335,0.546
0.20,0.566,0.374,0.567
0.21,0.585,0.414,0.586
0.22,0.603,0.452,0.604
0.23,0.619,0.491,0.621
0.24,0.635,0.528,0.637
0.25,0.650,0.564,0.652
0.26,0.664,0.599,0.666
0.27,0.678,0.633,0.680
0.28,0.691,0.665,0.693
0.29,0.703,0.696,0.705
0.30,0.715,0.725,0.717
0.31,0.727,0.753,0.729
0.32,0.738,0.778,0.740
0.33,0.748,0.802,0.751
0.34,0.758,0.824,0.761
0.35,0.768,0.844,0.771
0.36,0.778,0.862,0.780
0.37,0.787,0.878,0.789
0.38,0.796,0.893,0.798
0.39,0.805,0.906,0.807
0.40,0.814,0.918,0.815
0.41,0.822,0.929,0.823
0.42,0.830,0.938,0.831
0.43,0.838,0.946,0.839
0.44,0.846,0.954,0.847
0.45,0.853,0.961,0.854
0.46,0.861,0.967,0.861
0.47,0.868,0.973,0.869
0.48,0.875,0.978,0.876
0.49,0.882,0.982,0.882
0.51,0.889,0.986,0.889
0.52,0.895,0.990,0.896
0.53,0.902,0.993,0.902
0.54,0.908,0.995,0.909
0.55,0.914,0.997,0.915
0.56,0.921,0.999,0.921
0.57,0.927,1.000,0.927
0.58,0.932,1.000,0.933
0.59,0.938,1.000,0.938
0.60,0.944,0.998,0.944
0.61,0.949,0.997,0.949
0.62,0.954,0.994,0.955
0.63,0.959,0.990,0.960
0.64,0.964,0.986,0.964
0.65,0.969,0.980,0.969
0.66,0.974,0.974,0.974
0.67,0.978,0.966,0.978
0.68,0.982,0.957,0.982
0.69,0.985,0.946,0.986
0.70,0.989,0.934,0.989
0.71,0.992,0.920,0.992
0.72,0.995,0.905,0.995
0.73,0.997,0.887,0.997
0.74,0.998,0.868,0.998
0.75,1.000,0.846,1.000
0.76,1.000,0.822,1.000
0.77,1.000,0.796,1.000
0.78,0.998,0.767,0.998
0.79,0.996,0.735,0.996
0.80,0.992,0.700,0.992
0.81,0.987,0.663,0.987
0.82,0.979,0.623,0.979
0.83,0.970,0.580,0.970
0.84,0.957,0.535,0.957
0.85,0.941,0.488,0.941
0.86,0.921,0.439,0.921
0.87,0.895,0.389,0.895
0.88,0.862,0.339,0.862
0.89,0.821,0.289,0.821
0.90,0.770,0.240,0.770
0.91,0.708,0.194,0.708
0.92,0.631,0.152,0.631
0.93,0.541,0.113,0.541
0.94,0.438,0.080,0.438
0.95,0.326,0.053,0.326
0.96,0.216,0.031,0.216
0.97,0.119,0.016,0.119
0.98,0.049,0.006,0.049
0.99,0.011,0.001,0.011
1.00,0.003,0.000,0.003
